streetAddress2,desktopHours/desktopHours/Monday,desktopHours/desktopHours/Tuesday,desktopHours/desktopHours/Wednesday,desktopHours/desktopHours/Thursday,desktopHours/desktopHours/Friday,desktopHours/desktopHours/Saturday,desktopHours/desktopHours/Sunday,agentPaymentType,detail.hours/Monday,detail.hours/Tuesday,detail.hours/Wednesday,detail.hours/Thursday,detail.hours/Friday,detail.hours/Saturday,detail.hours/Sunday,sunOpenTime,is_dormant,thuCloseTime,searchName,wedCloseTime,friCloseTime,time_zone,monCloseTime,phone,satOpenTime,s_phone,postal,city,name,NAID,location,latitude,state,streetAddress,thuOpenTime,wedOpenTime,tueOpenTime,bankAccountRequired,streetAddress3,formattedAddress,satCloseTime,friOpenTime,country,locator_id,longitude,sunCloseTime,atmLocation,monOpenTime,tueCloseTime,2CharCountryISO,networkName,type,distance,tzOffset,detail.services/0,detail.services/1,detail.services/2,detail.services/3,detail.services/4,detail.services/5,detail.services/6,id,desktopServices/0/desktopServices/0,desktopServices/0/desktopServices/1,desktopServices/0/desktopServices/2,desktopServices/0/desktopServices/3,desktopServices/0/desktopServices/4,desktopServices/0/desktopServices/5,desktopServices/0/desktopServices/6,CODECL,stage_and_pay,COUNTRY_NAME,orig_id,Spanish_Message,actionFilter,English_Message,services,detailsUrl,sendToCuba,wuAgent,detail.services/7,detail.services/8,detail.services/9,desktopServices/0/desktopServices/7,desktopServices/0/desktopServices/8,desktopServices/0/desktopServices/9
NEAR: KHALIDIYA MALL,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00,,23:30,LULU INTERNATIONAL EXCHANGE LLC,23:30,23:30,Asia/Dubai,23:30,(+971) 2-6547000,08:00,97126547000,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.470242,54.351665",24.470242,ABU DHABI,Bldg Khalidya Mall Khaled Bin Hamad St,08:00,08:00,08:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Khalidya Mall Khaled Bin Hamad St, Near: Khalidiya Mall, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:30,08:00,AE,,54.351665,23:30,N,08:00,23:30,AE,LULU INTERNATIONAL EXCHANGE LL,,126.71,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,935a2e2bc6b07b6a75ac708e911d977f,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220087,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/935a2e2bc6b07b6a75ac708e911d977f,FALSE,FALSE,,,,,,
NEAR: KHALIDIYA PLAZA,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,07:30 PM - 11:45 PM,,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,07:30 PM - 11:45 PM,19:30,,23:45,AL BADER EXCHANGE KHALIDIYA BRANCH,23:45,23:45,Asia/Dubai,23:45,(+971) 2-6661146,09:00,97126661146,,Abu Dhabi,AL BADER EXCHANGE KHALIDIYA BRANCH,dc77c4fcbb2898410c94b3bdfebc82da,"24.471957,54.348060",24.471957,ABU DHABI,"Bldg Dhana Plaza,  Khalidiya St",09:00,09:00,09:00,N,DAILY LIMIT RITM0045475,"Bldg Dhana Plaza,  Khalidiya St, Near: Khalidiya Plaza, Daily Limit Ritm0045475, Abu Dhabi, Abu Dhabi, Ae",23:45,09:00,AE,,54.34806,23:45,N,09:00,23:45,AE,AL BADER EXCHANGE,,126.74,240,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,,7b1a2da4fe2b12a75514e2cf6f2a749e,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,,11,,United Arab Emirates,AJ2170077,,,,"moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/7b1a2da4fe2b12a75514e2cf6f2a749e,FALSE,FALSE,,,,,,
"MUROOR AREA, SHOP NO 2",08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,MUROOR ST  BRANCH,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5515947,08:00,97125515947,,Abu Dhabi,MUROOR ST  BRANCH,cdd701623b543c8dde68ae154dc9f667,"24.454655,54.393591",24.454655,ABU DHABI,"Fatema Building, Muroor Street",08:00,08:00,08:00,N,,"Fatema Building, Muroor Street, Muroor Area, Shop No 2, Abu Dhabi, Abu Dhabi, Ae",23:59,08:00,AE,,54.393591,23:59,N,08:00,23:59,AE,REDHA AL ANSARI EXCHANGE,,126.95,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,403937bf9a88c0b6580bc5235911b91c,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,8,,United Arab Emirates,AED150852,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/403937bf9a88c0b6580bc5235911b91c,FALSE,FALSE,,,,,,
OPPOSITE BANIYAS COOP SOCIETY,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 6-7439916,08:00,97167439916,,Baniyas,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.314140,54.634380",24.31414,ABU DHABI,"Bldg Sarab Community Market, Al Muwaiji",08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Bldg Sarab Community Market, Al Muwaiji, Opposite Baniyas Coop Society, Limits By Cmp 749942, Baniyas, Abu Dhabi, Ae",23:59,08:00,AE,,54.63438,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,127.03,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,500c6c7495b7c5374481fc70e4f4cc32,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,8,,United Arab Emirates,AUE015611,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/baniyas/500c6c7495b7c5374481fc70e4f4cc32,FALSE,FALSE,,,,,,
OPPOSITE BANIYAS COOP SOCIETY,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 6-7439916,08:00,97167439916,,Baniyas,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.314140,54.634380",24.31414,ABU DHABI,"Bldg Sarab Community Market, Al Muwaiji",08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Bldg Sarab Community Market, Al Muwaiji, Opposite Baniyas Coop Society, Limits By Cmp 749942, Baniyas, Abu Dhabi, Ae",23:59,08:00,AE,,54.63438,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,127.03,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,712cc57cd8ed4808bebf902f6c0f7fb3,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED015618,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/baniyas/712cc57cd8ed4808bebf902f6c0f7fb3,FALSE,FALSE,,,,,,
NEAR ABELA SUPER STORE KHALIDIYA,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6673774,07:30,97126673774,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.475629,54.346391",24.475629,ABU DHABI,Bldg Abela Super Store Mubarak St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Abela Super Store Mubarak St, Near Abela Super Store Khalidiya, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.346391,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,127.04,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,9c81f6ca45459b9786e1883cf6186a2b,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED010437,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/9c81f6ca45459b9786e1883cf6186a2b,FALSE,FALSE,,,,,,
NEAR ABU DHABI COOP MUROOR BRANCH,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4413217,08:00,97124413217,,Muroor Complex,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.433878,54.439832",24.433878,ABU DHABI,Bldg Abu Dhabi Coop Dhafeer St,08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Bldg Abu Dhabi Coop Dhafeer St, Near Abu Dhabi Coop Muroor Branch, Limits By Cmp 749942, Muroor Complex, Abu Dhabi, Ae",23:59,08:00,AE,,54.439832,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,127.05,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,96d4d8dd2a7068f2341166febc038746,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED012879,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/muroor-complex/96d4d8dd2a7068f2341166febc038746,FALSE,FALSE,,,,,,
NEAR COOP MUROOR,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE AL MUROOR,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4472521,08:50,97124472521,,Abu Dhabi,AL FARDAN EXCHANGE AL MUROOR,6224f8898a76dc688257851586a1eb3f,"24.433813,54.440129",24.433813,ABU DHABI,Bldg Co Op Al Muroor St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Co Op Al Muroor St, Near Coop Muroor, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.440129,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,127.06,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,0bdb77841cc7c72118b71bc98d06ba3a,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED420254,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/0bdb77841cc7c72118b71bc98d06ba3a,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
AL FALAH STREET AL MANHAL AREA ABU DHABI,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00 AM - 10:30 PM,08:00,,22:30,SHARAF EXCHANGE LLC,22:30,22:30,Asia/Dubai,22:30,(+971) 2-5536789,08:00,97125536789,,Abu Dhabi,SHARAF EXCHANGE LLC,937ebc7d494d65049967352c22aaee34,"24.471947,54.358504",24.471947,ABU DHABI,"Shop No 1, Ground Flr, Saeed Khalfan",08:00,08:00,08:00,N,LIMITS BY INTL BY AGENT 00950509,"Shop No 1, Ground Flr, Saeed Khalfan, Al Falah Street Al Manhal Area Abu Dhabi, Limits By Intl By Agent 00950509, Abu Dhabi, Abu Dhabi, Ae",22:30,08:00,AE,,54.358504,22:30,N,08:00,22:30,AE,SHARAF EXCHANGE,,127.17,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,be9f4eb51d838fc8746c508f507fac4c,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED520761,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/be9f4eb51d838fc8746c508f507fac4c,FALSE,FALSE,,,,,,
NEAR USHANA RESTAURANT,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE BAIN AL JUS,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5581127,08:50,97125581127,,Abu Dhabi,AL FARDAN EXCHANGE BAIN AL JUS,6224f8898a76dc688257851586a1eb3f,"24.408730,54.490825",24.40873,ABU DHABI,Bldg Rabdan Center Al Maqtaa St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Rabdan Center Al Maqtaa St, Near Ushana Restaurant, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.490825,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,127.2,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,7ecde920385d2db0ed38a6daa4cc2cfe,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED420243,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/7ecde920385d2db0ed38a6daa4cc2cfe,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR: EMBASSY OF GEORGIA,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-6547000,09:00,97126547000,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.467260,54.375150",24.46726,ABU DHABI,Bldg No 114 Al Jabr St,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg No 114 Al Jabr St, Near: Embassy Of Georgia, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:00,09:00,AE,,54.37515,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,127.4,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,5d7d95895b2aeb4c0362fb729a6ccb77,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220504,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/5d7d95895b2aeb4c0362fb729a6ccb77,FALSE,FALSE,,,,,,
NEAR: PARTY CENTER,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00,,23:00,PROGOTI EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-6320076,08:00,97126320076,,Abu Dhabi,PROGOTI EXCHANGE,32e60e1e9ebda3ed44dd9b19fbdedaf8,"24.469859,54.372337",24.469859,ABU DHABI,"Bldg Ikea Wahda Mall, Hazza Bz St",08:00,08:00,08:00,N,LIMITS BY LINTL BY AGENT 00911273,"Bldg Ikea Wahda Mall, Hazza Bz St, Near: Party Center, Limits By Lintl By Agent 00911273, Abu Dhabi, Abu Dhabi, Ae",23:00,08:00,AE,,54.372337,23:00,N,08:00,23:00,AE,PROGOTI EXCHANGE CO,,127.54,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,25194b01d76ba715fedabc6409a5b4ce,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED960057,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/25194b01d76ba715fedabc6409a5b4ce,FALSE,FALSE,,,,,,
NEAR AL NAHYAN STADIUM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4437066,07:30,97124437066,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.469357,54.373801",24.469357,ABU DHABI,Bldg Al Wahda Mall Al Siray St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Al Wahda Mall Al Siray St, Near Al Nahyan Stadium, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.373801,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,127.55,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,40e7f1415aa856e47f870a4526471980,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED010888,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/40e7f1415aa856e47f870a4526471980,FALSE,FALSE,,,,,,
NEAR: DANA HOTEL,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,07:30 PM - 11:45 PM,,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,09:00 AM - 11:45 PM,07:30 PM - 11:45 PM,19:30,,23:45,AL BADER EXCHANGE KHALIDIYA BRANCH 2,23:45,23:45,Asia/Dubai,23:45,(+971) 2-3330023,09:00,97123330023,,Abu Dhabi,AL BADER EXCHANGE KHALIDIYA BRANCH 2,dc77c4fcbb2898410c94b3bdfebc82da,"24.477673,54.354867",24.477673,ABU DHABI,"Bldg No. 330, Al Hayour St",09:00,09:00,09:00,N,DAILY LIMIT RITM0045475,"Bldg No. 330, Al Hayour St, Near: Dana Hotel, Daily Limit Ritm0045475, Abu Dhabi, Abu Dhabi, Ae",23:45,09:00,AE,,54.354867,23:45,N,09:00,23:45,AE,AL BADER EXCHANGE,,127.6,240,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,,1f7e521117353dea0c8e6e0ab7b155f6,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,,11,,United Arab Emirates,AJ2170176,,,,"moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/1f7e521117353dea0c8e6e0ab7b155f6,FALSE,FALSE,,,,,,
NEAR LULU EXPRESS,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE AL MAMOURA,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6588588,08:50,97126588588,,Abu Dhabi,AL FARDAN EXCHANGE AL MAMOURA,6224f8898a76dc688257851586a1eb3f,"24.464452,54.386216",24.464452,ABU DHABI,Bldg Rema Abdullah Ahl Al Azem St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Rema Abdullah Ahl Al Azem St, Near Lulu Express, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.386216,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,127.6,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,6dfec2a7cfd245bc7aa6def663ad990d,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED420694,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/6dfec2a7cfd245bc7aa6def663ad990d,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
"Inside Al Wahda Mall Extension,",09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,Lulu International Exchange LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 506258152,09:00,9.71506E+11,,Abu Dhabi,Lulu International Exchange LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.470587,54.372181",24.470587,Abu Dhabi,"Unit No. E-140, Hazza Bin Zayed St.",09:00,09:00,09:00,N,,"Unit No. E-140, Hazza Bin Zayed St., Inside Al Wahda Mall Extension,, Abu Dhabi, Abu Dhabi, Ae",23:00,09:00,AE,,54.372181,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,127.61,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,3320c74d870032dfeed517122337fd93,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,8,,United Arab Emirates,AED221440,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/3320c74d870032dfeed517122337fd93,FALSE,FALSE,,,,,,
